city,2019,2020,2023,2020_change_rate,2023_change_rate,change,name
136,0.488068463,0.543787364,0.505906762,0.05571890100000004,-0.037880602000000096,u-s,淄博市
137,0.53829358,0.438170434,0.427867094,-0.10012314600000005,-0.010303339999999994,d-s,枣庄市
138,0.545150327,0.557429605,0.596418119,0.01227927800000006,0.03898851399999992,s-s,东营市
139,0.564412877,0.593018097,0.576918579,0.028605219999999987,-0.01609951799999998,s-s,烟台市
140,0.611741218,0.680966358,0.58949841,0.06922514000000002,-0.09146794800000002,u-d,潍坊市
141,0.552486434,0.569192863,0.515383722,0.016706429000000078,-0.053809141000000005,s-d,济宁市
142,0.428409571,0.524594725,0.363622469,0.09618515400000005,-0.16097225600000004,u-d,泰安市
143,0.461849652,0.581505431,0.469284931,0.11965577899999996,-0.11222049999999995,u-d,威海市
144,0.467069332,0.335840991,0.416613236,-0.13122834100000003,0.08077224500000002,d-u,日照市
145,0.718563417,0.718254824,0.539655778,-0.00030859300000007917,-0.17859904599999998,s-d,临沂市
146,0.54889288,0.579045329,0.430020821,0.030152449000000026,-0.14902450800000006,s-d,德州市
147,0.52627625,0.502300123,0.509384697,-0.023976126999999958,0.007084573999999955,s-s,聊城市
148,0.601382492,0.709591012,0.606218228,0.10820851999999992,-0.10337278399999994,u-d,滨州市
149,0.621190537,0.487316279,0.523061322,-0.13387425800000002,0.035745042999999976,d-s,菏泽市
150,0.549728255,0.640436092,0.526253456,0.09070783699999996,-0.114182636,u-d,郑州市
151,0.373117125,0.356466463,0.248323434,-0.016650661999999983,-0.108143029,s-d,开封市
152,0.463491621,0.32038004,0.414239376,-0.14311158100000004,0.09385933600000002,d-u,洛阳市
153,0.540270971,0.446597232,0.478687803,-0.09367373899999998,0.03209057100000001,d-s,平顶山市
154,0.54193837,0.614836729,0.440836027,0.07289835899999997,-0.17400070199999995,u-d,安阳市
155,0.480416225,0.327534854,0.316192674,-0.152881371,-0.01134217999999998,d-s,鹤壁市
156,0.51869896,0.486595684,0.435443994,-0.03210327600000007,-0.05115168999999997,s-d,新乡市
157,0.471386348,0.410133228,0.390339492,-0.061253119999999994,-0.019793736000000006,d-s,焦作市
158,0.671282165,0.411531366,0.505407731,-0.25975079900000003,0.09387636500000002,d-u,濮阳市
159,0.455385445,0.25521144,0.336143297,-0.200174005,0.080931857,d-u,许昌市
160,0.545033633,0.405736333,0.422762884,-0.13929729999999996,0.017026551,d-s,漯河市
161,0.515643515,0.455876044,0.544881275,-0.05976747100000007,0.08900523100000007,d-u,三门峡市
162,0.54592484,0.500136303,0.492111998,-0.04578853699999996,-0.00802430500000001,s-s,南阳市
163,0.547913875,0.33232614,0.514657723,-0.215587735,0.18233158300000002,d-u,商丘市
164,0.509325199,0.320104759,0.421482328,-0.18922043999999993,0.101377569,d-u,信阳市
165,0.455891779,0.333668723,0.452854421,-0.122223056,0.119185698,d-u,周口市
166,0.597989117,0.534620934,0.412169582,-0.06336818300000002,-0.12245135200000001,d-d,驻马店市
167,0.422671103,0.213047404,0.471715436,-0.209623699,0.258668032,d-u,济源市
168,0.458607062,0.54740631,0.425576252,0.08879924799999994,-0.12183005799999996,u-d,武汉市
169,0.374578058,0.280421562,0.4097771,-0.09415649599999998,0.129355538,d-u,黄石市
170,0.607605828,0.534273635,0.512553114,-0.07333219299999993,-0.021720520999999993,d-s,十堰市
171,0.597299019,0.47529078,0.560833065,-0.12200823900000002,0.08554228499999994,d-u,宜昌市
172,0.508122232,0.482859884,0.431591654,-0.025262347999999935,-0.051268230000000026,s-d,襄阳市
173,0.415608634,0.332764855,0.326373893,-0.08284377899999995,-0.006390962,d-s,鄂州市
174,0.586707859,0.463097428,0.579552834,-0.12361043100000002,0.11645540600000004,d-u,荆门市
175,0.374738565,0.272727876,0.291113724,-0.10201068900000004,0.018385848000000038,d-s,孝感市
176,0.636130412,0.501489006,0.491504505,-0.13464140599999996,-0.009984501000000034,d-s,荆州市
177,0.386360943,0.249775227,0.426381929,-0.13658571600000002,0.176606702,d-u,黄冈市
178,0.442182654,0.238617554,0.320503008,-0.2035651,0.08188545399999997,d-u,咸宁市
179,0.513288488,0.108448422,0.326501425,-0.40484006600000005,0.21805300300000002,d-u,随州市
180,0.458225464,0.232176928,0.516302522,-0.22604853600000002,0.28412559400000004,d-u,恩施土家族苗族自治州
181,0.397542522,0.058470788,0.402280905,-0.339071734,0.343810117,d-u,仙桃市
182,0.563269962,0.417907545,0.28175656,-0.14536241700000002,-0.136150985,d-d,潜江市
183,0.483807689,0.179594787,0.227890064,-0.30421290199999995,0.048295277,d-s,天门市
184,0.432096051,0.52090862,0.452592101,0.08881256900000006,-0.06831651900000002,u-d,长沙市
185,0.442543165,0.42885921,0.421295049,-0.013683955000000025,-0.007564161000000014,s-s,株洲市
186,0.480308148,0.312273549,0.409897409,-0.168034599,0.09762386,d-u,湘潭市
187,0.559752996,0.415774207,0.510030194,-0.14397878899999994,0.09425598700000004,d-u,衡阳市
188,0.485457145,0.435238909,0.285872009,-0.05021823599999997,-0.14936690000000002,d-d,邵阳市
189,0.40867055,0.451774739,0.385133487,0.04310418899999996,-0.06664125199999998,s-d,岳阳市
190,0.388843068,0.341515309,0.247878115,-0.047327759000000025,-0.09363719399999998,s-d,常德市
191,0.045398852,0.000254959,0.053707809,-0.045143893000000004,0.05345285,s-u,张家界市
192,0.391705888,0.363368115,0.226655966,-0.02833777300000001,-0.136712149,s-d,益阳市
193,0.412842409,0.353849635,0.25504817,-0.058992774000000026,-0.09880146499999998,d-d,郴州市
194,0.653310223,0.585479286,0.412105409,-0.06783093699999998,-0.173373877,d-d,永州市
195,0.459352514,0.442603555,0.259042793,-0.016748959000000008,-0.183560762,s-d,怀化市
196,0.401424278,0.210617522,0.489352618,-0.19080675600000002,0.278735096,d-u,娄底市
197,0.61582138,0.420870591,0.33401152,-0.19495078899999996,-0.08685907100000001,d-d,湘西土家族苗族自治州
198,0.544404144,0.549017858,0.457447648,0.004613713999999991,-0.09157021000000004,s-d,广州市
199,0.48461815,0.24282341,0.403728936,-0.24179474000000004,0.160905526,d-u,韶关市
200,0.431167915,0.431539082,0.434815873,0.0003711670000000056,0.003276791000000001,s-s,深圳市
201,0.37332353,0.451230664,0.47678474,0.07790713399999999,0.02555407599999998,u-s,珠海市
202,0.441445091,0.545062023,0.467526446,0.10361693199999994,-0.07753557699999997,u-d,汕头市
203,0.449566261,0.533890062,0.47173805,0.08432380099999998,-0.06215201199999998,u-d,佛山市
204,0.471877237,0.560530619,0.481063358,0.088653382,-0.07946726100000001,u-d,江门市
205,0.431155215,0.504415784,0.402272647,0.073260569,-0.102143137,u-d,湛江市
206,0.562838132,0.290126258,0.286885421,-0.27271187399999997,-0.003240837000000052,d-s,茂名市
207,0.374388025,0.23012542,0.263317077,-0.14426260500000002,0.03319165700000001,d-s,肇庆市
208,0.404781701,0.457015776,0.384494832,0.05223407499999999,-0.07252094399999998,u-d,惠州市
209,0.366099059,0.129999972,0.232190945,-0.236099087,0.10219097300000002,d-u,梅州市
210,0.386137455,0.213883741,0.299053318,-0.17225371400000003,0.08516957700000002,d-u,汕尾市
211,0.330205371,0.295490477,0.348357655,-0.03471489400000005,0.052867178000000015,s-u,河源市
212,0.48387663,0.247055029,0.224913775,-0.23682160099999996,-0.022141254,d-s,阳江市
213,0.336881225,0.158721441,0.398165931,-0.17815978400000002,0.23944448999999998,d-u,清远市
214,0.416022671,0.46520875,0.460914057,0.049186078999999994,-0.004294693000000016,s-s,东莞市
215,0.674765215,0.603665769,0.564963077,-0.07109944599999996,-0.03870269199999998,d-s,中山市
216,0.59589671,0.471224394,0.197128026,-0.124672316,-0.274096368,d-d,潮州市
217,0.570340181,0.456777567,0.337961687,-0.11356261399999995,-0.11881587999999998,d-d,揭阳市
218,0.483393914,0.282554705,0.27360506,-0.20083920899999996,-0.008949645000000006,d-s,云浮市
219,0.674241084,0.710367928,0.541491955,0.03612684399999999,-0.168875973,s-d,南宁市
220,0.482092056,0.420488301,0.420759845,-0.06160375499999998,0.00027154400000001244,d-s,柳州市
